;Class;Order;Family
denovo125547;Planctomycetacia;Planctomycetales;Planctomycetaceae
denovo161479;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae
denovo85406;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae
denovo13540;Flavobacteriia;Flavobacteriales;Cryomorphaceae
denovo98309;Betaproteobacteria;Nitrosomonadales;0
denovo136376;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae
denovo106567;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo19980;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo55870;Betaproteobacteria;Burkholderiales;Burkholderiaceae
denovo2696;Gammaproteobacteria;Cellvibrionales;Spongiibacteraceae
denovo115238;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo138393;Cyanobacteria;SubsectionIII;FamilyI
denovo36403;Betaproteobacteria;SC-I-84;0
denovo83580;Actinobacteria;Corynebacteriales;Mycobacteriaceae
denovo158530;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae
denovo155641;Actinobacteria;Micrococcales;Microbacteriaceae
denovo110682;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo87722;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo92595;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae
denovo142834;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae
denovo48767;Actinobacteria;Micrococcales;Intrasporangiaceae
denovo81979;Cyanobacteria;SubsectionIII;FamilyI
denovo23968;Flavobacteriia;Flavobacteriales;NS9 marine group
denovo161421;Fusobacteriia;Fusobacteriales;Leptotrichiaceae
denovo95058;Cyanobacteria;SubsectionIII;FamilyI
denovo77166;Chloroplast;0;0
denovo19383;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae
denovo11670;Cytophagia;Cytophagales;Cyclobacteriaceae
denovo123039;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae
denovo102682;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo60383;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo30018;Betaproteobacteria;Neisseriales;Neisseriaceae
denovo70500;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae
denovo7120;Sphingobacteriia;Sphingobacteriales;NS11-12 marine group
denovo85915;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae
denovo136355;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo89911;Cytophagia;Cytophagales;Cyclobacteriaceae
denovo163005;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae
denovo84604;Clostridia;Clostridiales;Ruminococcaceae
denovo14391;OPB35 soil group;uncultured bacterium;0
denovo152603;Ignavibacteria;Ignavibacteriales;Ignavibacteriaceae
denovo67569;SPOTSOCT00m83;0;0
denovo89755;Cyanobacteria;SubsectionIII;FamilyI
denovo89722;uncultured bacterium;0;0
denovo85754;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae
denovo43781;Flavobacteriia;Flavobacteriales;Cryomorphaceae
denovo135011;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo16299;0;0;0
denovo100308;Betaproteobacteria;Burkholderiales;Alcaligenaceae
denovo147219;Mollicutes;Acholeplasmatales;Acholeplasmataceae
denovo25652;Cyanobacteria;SubsectionIII;FamilyI
denovo61673;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo67529;Gammaproteobacteria;Xanthomonadales;uncultured
denovo73477;Gammaproteobacteria;Chromatiales;Chromatiaceae
denovo103108;Cyanobacteria;SubsectionI;FamilyI
denovo69680;Actinobacteria;PeM15;uncultured bacterium
denovo123826;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo31528;Betaproteobacteria;Burkholderiales;Burkholderiaceae
denovo33715;Flavobacteriia;Flavobacteriales;Cryomorphaceae
denovo83255;Bacilli;Bacillales;Paenibacillaceae
denovo143476;Chloroplast;Carteria sp. SAG 8-5;0
denovo135054;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae
denovo56588;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo79764;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae
denovo37872;Cyanobacteria;SubsectionI;FamilyI
denovo135595;Gammaproteobacteria;Cellvibrionales;Spongiibacteraceae
denovo131096;Flavobacteriia;Flavobacteriales;Flavobacteriaceae
denovo78119;Flavobacteriia;Flavobacteriales;Cryomorphaceae
denovo70248;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae
denovo2048;Actinobacteria;Corynebacteriales;Mycobacteriaceae
denovo88886;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae
denovo83492;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo26914;Betaproteobacteria;Neisseriales;Neisseriaceae
denovo28178;Flavobacteriia;Flavobacteriales;Flavobacteriaceae
denovo30055;Sphingobacteriia;Sphingobacteriales;PHOS-HE51
denovo136268;Actinobacteria;Micrococcales;Microbacteriaceae
denovo18118;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo80934;Actinobacteria;Micrococcales;Microbacteriaceae
denovo24978;Spartobacteria;Chthoniobacterales;Chthoniobacterales Incertae Sedis
denovo43642;Ignavibacteria;Ignavibacteriales;PHOS-HE36
denovo157885;Flavobacteriia;Flavobacteriales;Cryomorphaceae
denovo106414;Actinobacteria;Frankiales;Sporichthyaceae
denovo20803;Gammaproteobacteria;KI89A clade;uncultured bacterium
denovo63266;Cyanobacteria;SubsectionI;FamilyI
denovo76590;Gammaproteobacteria;Xanthomonadales;Xanthomonadales Incertae Sedis
denovo53332;Gammaproteobacteria;Aeromonadales;Aeromonadaceae
denovo116716;Deltaproteobacteria;SAR324 clade(Marine group B);uncultured bacterium
denovo92763;Betaproteobacteria;Methylophilales;Methylophilaceae
denovo68564;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae
denovo114402;Cyanobacteria;SubsectionI;FamilyI
denovo98675;Bacteroidetes Incertae Sedis;Order III;BIgi5
denovo80616;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae
denovo135416;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae
denovo96029;Gammaproteobacteria;Xanthomonadales;Xanthomonadales Incertae Sedis
denovo149551;Actinobacteria;PeM15;uncultured bacterium
denovo111530;Flavobacteriia;Flavobacteriales;Flavobacteriaceae
denovo60504;Flavobacteriia;Flavobacteriales;Cryomorphaceae
denovo4165;Actinobacteria;Micrococcales;Microbacteriaceae
denovo65068;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae
denovo756;Sphingobacteriia;Sphingobacteriales;uncultured
denovo148263;Spartobacteria;Chthoniobacterales;DA101 soil group
denovo49842;Sphingobacteriia;Sphingobacteriales;NS11-12 marine group
denovo108882;Cytophagia;Cytophagales;Cytophagaceae
denovo3110;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae
denovo29486;Bacteroidia;Bacteroidales;Porphyromonadaceae
denovo101521;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo124529;Flavobacteriia;Flavobacteriales;Cryomorphaceae
denovo138067;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae
denovo15056;Cyanobacteria;SubsectionI;FamilyI
denovo102324;Gammaproteobacteria;Cellvibrionales;Halieaceae
denovo67784;Cytophagia;Cytophagales;Cytophagaceae
denovo53968;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae
denovo10848;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo1302;Cytophagia;Cytophagales;Cyclobacteriaceae
denovo109956;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo80135;Chlorobia;Chlorobiales;OPB56
denovo5235;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae
denovo130463;Actinobacteria;Frankiales;Sporichthyaceae
denovo91296;Flavobacteriia;Flavobacteriales;Flavobacteriaceae
denovo8485;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae
denovo10895;Deltaproteobacteria;SAR324 clade(Marine group B);uncultured bacterium
denovo129920;Sphingobacteriia;Sphingobacteriales;env.OPS 17
denovo135669;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae
denovo87159;Betaproteobacteria;Burkholderiales;Oxalobacteraceae
denovo157307;Betaproteobacteria;Burkholderiales;Alcaligenaceae
denovo39296;Cytophagia;Cytophagales;Cyclobacteriaceae
denovo150232;Actinobacteria;Frankiales;Sporichthyaceae
denovo20306;Actinobacteria;Frankiales;Sporichthyaceae
denovo138367;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo30247;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae
denovo86088;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae
denovo75718;Actinobacteria;Frankiales;Sporichthyaceae
denovo52725;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo93929;Gammaproteobacteria;Cellvibrionales;Halieaceae
denovo70282;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo136951;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae
denovo29446;Flavobacteriia;Flavobacteriales;Flavobacteriaceae
denovo5715;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae
denovo41378;OPB35 soil group;uncultured bacterium;0
denovo122622;Flavobacteriia;Flavobacteriales;Flavobacteriaceae
denovo152991;Bacteroidetes VC2.1 Bac22;uncultured Bacteroidetes bacterium;0
denovo22631;Cyanobacteria;SubsectionI;FamilyI
denovo16424;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae
denovo8693;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae
denovo137874;Planctomycetacia;Planctomycetales;Planctomycetaceae
denovo128336;Cytophagia;Cytophagales;Cyclobacteriaceae
denovo103275;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae
denovo14677;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo125830;Gammaproteobacteria;Chromatiales;Chromatiaceae
denovo137299;Gammaproteobacteria;KI89A clade;uncultured bacterium
denovo2900;Opitutae;Opitutales;Opitutaceae
denovo18317;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo64936;Gammaproteobacteria;Chromatiales;Chromatiaceae
denovo121337;Actinobacteria;PeM15;uncultured bacterium
denovo148648;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo159602;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo76580;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo145765;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo94809;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo101674;Flavobacteriia;Flavobacteriales;Flavobacteriaceae
denovo155816;Cyanobacteria;SubsectionI;FamilyI
denovo28632;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo48012;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae
denovo154359;Candidatus Azambacteria;uncultured bacterium;0
denovo76201;Gammaproteobacteria;KI89A clade;0
denovo67737;Gammaproteobacteria;KI89A clade;uncultured bacterium
denovo128067;Chlorobia;Chlorobiales;OPB56
denovo67835;Flavobacteriia;Flavobacteriales;NS9 marine group
denovo4057;Betaproteobacteria;TRA3-20;0
denovo159978;Cyanobacteria;SubsectionI;FamilyI
denovo25091;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae
denovo65957;Bacteroidia;Bacteroidales;Porphyromonadaceae
denovo98156;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo132495;Cyanobacteria;SubsectionIII;FamilyI
denovo119502;Cyanobacteria;SubsectionI;FamilyI
denovo94574;Opitutae;Opitutales;Opitutaceae
denovo154947;Cyanobacteria;SubsectionI;FamilyI
denovo131344;Betaproteobacteria;Burkholderiales;Alcaligenaceae
denovo52050;Gammaproteobacteria;Cellvibrionales;Halieaceae
denovo2449;Bacteroidetes Incertae Sedis;Order II;Rhodothermaceae
denovo26229;Cyanobacteria;SubsectionIII;FamilyI
denovo59413;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo17181;Betaproteobacteria;Methylophilales;Methylophilaceae
denovo69908;Cyanobacteria;SubsectionI;FamilyI
denovo95049;Cyanobacteria;SubsectionI;FamilyI
denovo158739;Actinobacteria;Frankiales;Sporichthyaceae
denovo41589;Gammaproteobacteria;Xanthomonadales;Xanthomonadales Incertae Sedis
denovo58610;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo6336;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae
denovo114517;Sphingobacteriia;Sphingobacteriales;NS11-12 marine group
denovo11547;Cyanobacteria;SubsectionIII;FamilyI
denovo123746;Gammaproteobacteria;Methylococcales;Methylococcaceae
denovo1329;Cyanobacteria;SubsectionI;FamilyI
denovo94519;Planctomycetacia;Planctomycetales;Planctomycetaceae
denovo115616;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae
denovo9339;Gammaproteobacteria;Aeromonadales;Aeromonadaceae
denovo113430;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae
denovo38003;Cyanobacteria;SubsectionI;FamilyI
denovo5695;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae
denovo142009;Betaproteobacteria;Burkholderiales;Alcaligenaceae
denovo115268;Gammaproteobacteria;Cellvibrionales;Spongiibacteraceae
denovo128548;Cyanobacteria;SubsectionI;FamilyI
denovo154619;Cyanobacteria;SubsectionI;FamilyI
denovo30935;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae
denovo61110;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo78197;Deltaproteobacteria;Myxococcales;Archangiaceae
denovo5621;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae
denovo26625;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae
denovo13954;Gammaproteobacteria;Xanthomonadales;Xanthomonadales Incertae Sedis
denovo38956;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo87594;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae
denovo129554;Gammaproteobacteria;0;0
denovo104223;OPB35 soil group;uncultured bacterium;0
denovo52220;Bacilli;Bacillales;Paenibacillaceae
denovo130815;Cyanobacteria;SubsectionI;FamilyI
denovo118344;Flavobacteriia;Flavobacteriales;Cryomorphaceae
denovo68141;Mollicutes;Acholeplasmatales;Acholeplasmataceae
denovo110527;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo47763;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae
denovo114755;Gammaproteobacteria;Methylococcales;Methylococcaceae
denovo32948;Gammaproteobacteria;Methylococcales;Methylococcaceae
denovo8632;uncultured candidate division SR1 bacterium;0;0
denovo124348;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo55063;Sphingobacteriia;Sphingobacteriales;PHOS-HE51
denovo119696;uncultured bacterium;0;0
denovo92117;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo144889;Cyanobacteria;SubsectionI;FamilyI
denovo24024;Acidimicrobiia;Acidimicrobiales;uncultured
denovo25445;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo120045;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae
denovo47741;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo150649;Flavobacteriia;Flavobacteriales;Flavobacteriaceae
denovo89141;Sphingobacteriia;Sphingobacteriales;NS11-12 marine group
denovo3562;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo152281;Cyanobacteria;SubsectionIII;FamilyI
denovo38763;Gammaproteobacteria;HTA4;uncultured bacterium
denovo126018;Sphingobacteriia;Sphingobacteriales;NS11-12 marine group
denovo32695;Cyanobacteria;SubsectionI;FamilyI
denovo38495;Flavobacteriia;Flavobacteriales;Cryomorphaceae
denovo113791;Gammaproteobacteria;Chromatiales;Chromatiaceae
denovo127198;Spartobacteria;Chthoniobacterales;DA101 soil group
denovo142187;Actinobacteria;Micrococcales;Microbacteriaceae
denovo22193;Sphingobacteriia;Sphingobacteriales;Chitinophagaceae
denovo62996;Bacteroidia;Bacteroidia Incertae Sedis;Draconibacteriaceae
denovo89293;Betaproteobacteria;Burkholderiales;Alcaligenaceae
denovo110378;Betaproteobacteria;Burkholderiales;Burkholderiaceae
denovo38042;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae
denovo10431;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae
denovo157578;Chloroplast;0;0
denovo33896;Actinobacteria;Frankiales;Sporichthyaceae
denovo139636;Chloroplast;0;0
denovo101529;Gammaproteobacteria;Xanthomonadales;0
denovo154863;Bacteroidia;Bacteroidia Incertae Sedis;Draconibacteriaceae
denovo23059;Cytophagia;Cytophagales;Cyclobacteriaceae
denovo149869;Gammaproteobacteria;Xanthomonadales;Xanthomonadales Incertae Sedis
denovo77625;Betaproteobacteria;Hydrogenophilales;Hydrogenophilaceae
denovo128008;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae
denovo121099;Cyanobacteria;SubsectionI;FamilyI
denovo114482;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo31268;Actinobacteria;Micrococcales;Microbacteriaceae
denovo5242;Sphingobacteriia;Sphingobacteriales;PHOS-HE51
denovo151351;Actinobacteria;PeM15;uncultured bacterium
denovo86388;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae
denovo12021;Gammaproteobacteria;Thiotrichales;CHAB-XI-27
denovo50208;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo109708;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae
denovo107548;Alphaproteobacteria;SAR11 clade;LD12 freshwater group
denovo12652;Flavobacteriia;Flavobacteriales;Flavobacteriaceae
denovo4932;Betaproteobacteria;Burkholderiales;Oxalobacteraceae
denovo42048;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae
denovo1594;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo30096;Planctomycetacia;Planctomycetales;Planctomycetaceae
denovo101962;Actinobacteria;Micrococcales;Microbacteriaceae
denovo107019;Cyanobacteria;SubsectionI;FamilyI
denovo749;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo59523;Cyanobacteria;SubsectionI;FamilyI
denovo141831;Flavobacteriia;Flavobacteriales;Cryomorphaceae
denovo150482;Deltaproteobacteria;Myxococcales;Blfdi19
denovo42882;Flavobacteriia;Flavobacteriales;Cryomorphaceae
denovo32473;Flavobacteriia;Flavobacteriales;Cryomorphaceae
denovo4763;Gammaproteobacteria;Methylococcales;Methylococcaceae
denovo57648;Cyanobacteria;SubsectionI;FamilyI
denovo91211;Anaerolineae;Anaerolineales;Anaerolineaceae
denovo125886;Gammaproteobacteria;Xanthomonadales;Xanthomonadales Incertae Sedis
denovo90805;Cytophagia;Cytophagales;Cyclobacteriaceae
denovo93601;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae
denovo117039;Betaproteobacteria;Burkholderiales;Alcaligenaceae
denovo111553;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo114678;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae
denovo71244;Bacteroidetes vadinHA17;uncultured Bacteroidetes bacterium;0
denovo88922;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo51140;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo41431;Cyanobacteria;SubsectionI;FamilyI
denovo132280;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo132358;Sphingobacteriia;Sphingobacteriales;NS11-12 marine group
denovo93564;Flavobacteriia;Flavobacteriales;Flavobacteriaceae
denovo108098;OPB35 soil group;uncultured bacterium;0
denovo42053;Cyanobacteria;SubsectionI;FamilyI
denovo133677;Deltaproteobacteria;SAR324 clade(Marine group B);uncultured bacterium
denovo33122;Bacteroidia;Bacteroidales;Porphyromonadaceae
denovo69358;Spartobacteria;Chthoniobacterales;DA101 soil group
denovo157851;Cyanobacteria;SubsectionIII;FamilyI
denovo42233;Cyanobacteria;SubsectionI;FamilyI
denovo103040;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo35929;Cytophagia;Cytophagales;Cyclobacteriaceae
denovo26897;Flavobacteriia;Flavobacteriales;Cryomorphaceae
denovo19072;Sphingobacteriia;Sphingobacteriales;Lentimicrobiaceae
denovo106772;Cyanobacteria;SubsectionI;FamilyI
denovo14093;Sphingobacteriia;Sphingobacteriales;Lentimicrobiaceae
denovo147242;uncultured bacterium;0;0
denovo117387;Chlorobia;Chlorobiales;OPB56
denovo39457;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo131729;Cyanobacteria;SubsectionI;FamilyI
denovo18950;Spartobacteria;Chthoniobacterales;Chthoniobacterales Incertae Sedis
denovo7613;Gammaproteobacteria;Oceanospirillales;Oleiphilaceae
denovo96242;uncultured bacterium;0;0
denovo52015;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo148990;Actinobacteria;Frankiales;Sporichthyaceae
denovo151744;uncultured bacterium;0;0
denovo91237;Gammaproteobacteria;Legionellales;Legionellaceae
denovo119706;Gammaproteobacteria;Methylococcales;Methylococcaceae
denovo111099;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo30618;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae
denovo31995;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo25115;Bacteroidia;Bacteroidales;Bacteroidaceae
denovo135985;Betaproteobacteria;Burkholderiales;Comamonadaceae
denovo5831;Sphingobacteriia;Sphingobacteriales;uncultured
denovo67783;Deltaproteobacteria;Bdellovibrionales;Bacteriovoracaceae
denovo90674;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
denovo89321;Cyanobacteria;SubsectionI;FamilyI
denovo53373;Sphingobacteriia;Sphingobacteriales;env.OPS 17
denovo138745;Actinobacteria;Frankiales;Sporichthyaceae
denovo1026;Cyanobacteria;SubsectionI;FamilyI
denovo109625;Actinobacteria;PeM15;uncultured bacterium
