OUT,Phylum,Order,Class,Family,Species
denovo136268,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,MWH-UniP1 aquatic group
denovo137796,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Dyadobacter
denovo843,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Pseudohongiella
denovo139948,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Ekhidna
denovo24179,Proteobacteria,Deltaproteobacteria,Bradymonadales,uncultured bacterium,
denovo132347,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,PHOS-HE51,uncultured bacterium
denovo128580,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,NS11-12 marine group,uncultured bacterium
denovo19980,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Pirellula
denovo54169,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans
denovo44371,Cyanobacteria,Cyanobacteria,SubsectionIII,FamilyI,Leptolyngbya
denovo2620,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans
denovo102896,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Fluviicola
denovo141513,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus
denovo8016,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3
denovo55870,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,uncultured
denovo114637,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Phaeodactylibacter
denovo28178,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga
denovo112029,Verrucomicrobia,Opitutae,Opitutae vadinHA64,uncultured bacterium,
denovo54531,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,uncultured
denovo60641,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelotrichaceae UCG-004
denovo121756,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Emticicia
denovo14027,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,
denovo119455,Cyanobacteria,Cyanobacteria,SubsectionIII,FamilyI,Leptolyngbya
denovo149380,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,uncultured,uncultured bacterium
denovo132161,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
denovo109306,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Fluviicola
denovo158789,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,uncultured
denovo92960,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Limnobacter
denovo24675,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,uncultured
denovo88637,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,uncultured
denovo59705,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,
denovo108882,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Prosthecobacter
denovo84604,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Algoriphagus
denovo68674,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Dinghuibacter
denovo99261,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
denovo162013,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas
denovo46804,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade
denovo114793,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,NS11-12 marine group,uncultured bacterium
denovo58491,Chlorobi,Chlorobia,Chlorobiales,OPB56,uncultured bacterium
denovo60383,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,uncultured
denovo75997,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo66871,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,CL500-29 marine group
denovo86088,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,
denovo120875,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Fluviicola
denovo108544,Cyanobacteria,Cyanobacteria,SubsectionIII,FamilyI,
denovo157885,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Cyanobacterium
denovo82192,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Pseudohongiella
denovo75944,Saccharibacteria,uncultured bacterium,,,
denovo13386,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,NS11-12 marine group,uncultured bacterium
denovo31528,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus
denovo52590,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,uncultured
denovo19383,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,uncultured
denovo151542,Proteobacteria,Gammaproteobacteria,Xanthomonadales,,
denovo27276,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Fluviicola
denovo84957,Fusobacteria,Fusobacteriia,Fusobacteriales,Hados.Sed.Eubac.3,uncultured bacterium
denovo109815,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Rheinheimera
denovo66639,Verrucomicrobia,Spartobacteria,Chthoniobacterales,LD29,uncultured bacterium
denovo85754,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,env.OPS 17,
denovo18798,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Pseudohongiella
denovo80135,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Haloferula
denovo69790,Bacteroidetes,Bacteroidia,Bacteroidia Incertae Sedis,Draconibacteriaceae,uncultured
denovo79453,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,uncultured
denovo80616,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,env.OPS 17,uncultured bacterium
denovo116244,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,uncultured
denovo56248,Cyanobacteria,Cyanobacteria,SubsectionIII,FamilyI,Planktothricoides
denovo58423,Verrucomicrobia,Verrucomicrobia Incertae Sedis,Unknown Order,Unknown Family,Candidatus Methylacidiphilum
denovo138393,Actinobacteria,Actinobacteria,PeM15,uncultured bacterium,
denovo144810,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Peredibacter
denovo111633,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Limnobacter
denovo155313,Bacteroidetes,Flavobacteriia,Flavobacteriales,NS9 marine group,uncultured bacterium
denovo28907,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Fluviicola
denovo53968,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Haliscomenobacter
denovo88983,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Mariniradius
denovo101023,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,uncultured
denovo161479,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,uncultured
denovo76580,Verrucomicrobia,Spartobacteria,Chthoniobacterales,Chthoniobacterales Incertae Sedis,Terrimicrobium
denovo24428,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Synechococcus
denovo94716,Bacteroidetes,Bacteroidia,Bacteroidia Incertae Sedis,Draconibacteriaceae,uncultured
denovo84920,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,uncultured
denovo119254,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Lentimicrobiaceae,
denovo19818,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Candidatus Planktoluna
denovo4165,Bacteroidetes,Bacteroidetes VC2.1 Bac22,,,
denovo12192,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,env.OPS 17,uncultured bacterium
denovo13414,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
denovo110527,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Hydrogenophaga
denovo102682,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelotrichaceae UCG-004
denovo89911,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,uncultured
denovo90178,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,uncultured
denovo42177,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Fluviicola
denovo136376,Bacteroidetes,Bacteroidetes Incertae Sedis,Order III,CK06-06-Mud-MAS4B-21,uncultured bacterium
denovo135192,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,uncultured
denovo132899,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Candidatus Aquiluna
denovo103360,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,Cyanobacterium
denovo98309,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,uncultured
denovo39195,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Rheinheimera
denovo75718,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,uncultured
denovo63812,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Limnobacter
denovo6708,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,MWH-UniP1 aquatic group
denovo156872,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Sediminibacterium
denovo161421,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,uncultured
denovo123039,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
denovo135595,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,NS11-12 marine group,uncultured bacterium
denovo9846,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,uncultured
denovo136355,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Peredibacter
denovo123933,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,uncultured
denovo2696,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
denovo148457,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Polynucleobacter
denovo36403,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Candidatus Aquiluna
denovo83255,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Candidatus Limnoluna
denovo82306,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,
denovo80695,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,env.OPS 17,uncultured bacterium
denovo83492,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus
denovo135054,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,
denovo155641,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans
denovo18118,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,uncultured
denovo126018,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,uncultured
denovo100308,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured
denovo10772,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Ilumatobacter
denovo49698,Proteobacteria,Betaproteobacteria,SC-I-84,,
denovo114379,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,Ilumatobacter
denovo17787,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,uncultured
denovo70500,Cyanobacteria,Cyanobacteria,SubsectionIII,FamilyI,Spirulina
denovo162461,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,uncultured
denovo91296,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella
denovo106567,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3
denovo33715,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,uncultured
denovo92763,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
denovo94809,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Fluviicola
denovo26914,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,CL500-29 marine group
denovo52725,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,NS11-12 marine group,uncultured bacterium
denovo30247,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Candidatus Aquiluna
denovo80934,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales Incertae Sedis,uncultured
denovo106414,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Fluviicola
denovo156576,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,BAL58 marine group
denovo2048,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,uncultured
denovo56588,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3
denovo95083,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,uncultured
denovo87722,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans
denovo25652,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,
denovo128336,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,
denovo126880,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium
denovo110682,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
denovo89722,Ignavibacteriae,Ignavibacteria,Ignavibacteriales,PHOS-HE36,uncultured bacterium
denovo93557,Chloroflexi,SBR2076,uncultured bacterium,,
denovo93929,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans
denovo9339,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales Incertae Sedis,uncultured
denovo150939,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Fluviicola
denovo20803,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Erysipelotrichaceae UCG-004
denovo29486,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,uncultured
denovo137127,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio
denovo7120,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,uncultured
denovo29446,Parcubacteria,uncultured bacterium,,,
denovo149551,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter
denovo76590,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus
denovo8424,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Leptothrix
denovo123826,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Fluviicola
denovo101674,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Limnobacter
denovo16299,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
denovo30986,Parcubacteria,Candidatus Azambacteria,uncultured bacterium,,
denovo13540,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Sphaerotilus
denovo158530,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,
denovo48767,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,
denovo96837,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter
denovo94574,Verrucomicrobia,Spartobacteria,Chthoniobacterales,DA101 soil group,uncultured bacterium
denovo135011,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Limnohabitans
denovo148263,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Limnobacter
denovo103505,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,uncultured
denovo110935,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium
denovo3110,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,uncultured
denovo83580,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
denovo73477,Proteobacteria,Betaproteobacteria,Nitrosomonadales,,
denovo92595,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,CL500-3
denovo7019,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,uncultured
denovo92926,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
denovo78119,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,uncultured
denovo152603,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,NS11-12 marine group,
denovo68564,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Paucimonas
denovo64936,Chlorobi,Chlorobia,Chlorobiales,OPB56,uncultured bacterium
denovo33896,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
denovo43642,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
denovo135416,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Azohydromonas
denovo30018,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo90805,Proteobacteria,Gammaproteobacteria,Xanthomonadales,uncultured,
denovo116180,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo18186,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas
denovo88886,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Prosthecobacter
denovo70282,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,uncultured Flavobacteriales bacterium
denovo8013,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,env.OPS 17,uncultured bacterium
denovo4057,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Intrasporangium
denovo23968,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,
denovo124529,Actinobacteria,Actinobacteria,PeM15,uncultured bacterium,
denovo87159,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
denovo125006,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,CL500-29 marine group
denovo113430,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Dinghuibacter
denovo39296,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,
denovo10431,Proteobacteria,Gammaproteobacteria,Xanthomonadales,uncultured,uncultured bacterium
denovo30055,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Phaeodactylibacter
denovo84509,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade
denovo85406,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Haliscomenobacter
denovo60604,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Acidimicrobiaceae,CL500-29 marine group
denovo157307,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,uncultured
denovo134523,Bacteroidetes,Flavobacteriia,Flavobacteriales,NS9 marine group,uncultured bacterium
denovo101521,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales Incertae Sedis,uncultured
denovo129877,Chlorobi,Chlorobia,Chlorobiales,OPB56,uncultured bacterium
denovo53914,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Rheinheimera
denovo77625,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Lautropia
denovo135752,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Sediminibacterium
denovo103040,Verrucomicrobia,OPB35 soil group,uncultured bacterium,,
denovo150649,Verrucomicrobia,Opitutae,Opitutales,Opitutaceae,Opitutus
denovo96029,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Zoogloea
denovo29714,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax
denovo52050,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo104223,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo78197,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured
denovo2900,Proteobacteria,Betaproteobacteria,Methylophilales,Methylophilaceae,
denovo138067,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,hgcI clade
denovo122622,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomonas
denovo154359,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,BD1-7 clade
denovo159978,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured
denovo110378,Proteobacteria,SPOTSOCT00m83,,,
denovo24978,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Spongiibacteraceae,BD1-7 clade
denovo148358,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium
denovo113791,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Azohydromonas
denovo49427,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo137874,Cyanobacteria,Cyanobacteria,SubsectionIII,FamilyI,Planktothrix
denovo103108,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio
denovo42048,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,uncultured
denovo11670,Cyanobacteria,Cyanobacteria,SubsectionI,FamilyI,
denovo43781,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,uncultured
